FECHA (YYMMDD);HORA (HHMM);Temperatura (°C);
250819;1000;13,075;
250819;1100;13,555;
250819;1200;13,835;
250819;1300;13,5175;
250819;1400;13,0975;
250819;1500;12,505;
250819;1600;12,1225;
250819;1700;11,985;
250819;1800;11,82;
250819;1900;11,9;
250819;2000;11,9425;
250819;2100;11,7925;
250819;2200;11,7725;
250819;2300;11,7775;
250820;0000;11,885;
250820;0100;11,86;
250820;0200;11,8375;
250820;0300;11,73;
250820;0400;11,6275;
250820;0500;11,49;
250820;0600;11,355;
250820;0700;11,285;
250820;0800;11,4675;
250820;0900;12,345;
250820;1000;13,68;
250820;1100;14,6975;
250820;1200;15,69;
250820;1300;15,09;
250820;1400;15,895;
250820;1500;15,59;
250820;1600;13,885;
250820;1700;12,6475;
250820;1800;12,0125;
250820;1900;11,8;
250820;2000;11,9325;
250820;2100;12,0275;
250820;2200;11,6825;
250820;2300;11,835;
250821;0000;11,9225;
250821;0100;11,9;
250821;0200;11,3775;
250821;0300;10,97;
250821;0400;10,26;
250821;0500;10,3725;
250821;0600;10,475;
250821;0700;10,2475;
250821;0800;11,1075;
250821;0900;9,6075;
250821;1000;9,3125;
250821;1100;9,8;
250821;1200;9,1225;
250821;1300;10,2575;
250821;1400;11,14;
250821;1500;10,3975;
250821;1600;9,7925;
250821;1700;9,47;
250821;1800;8,27925;
250821;1900;7,51625;
250821;2000;6,5715;
250821;2100;6,4295;
250821;2200;6,0095;
250821;2300;6,00675;
250822;0000;5,59325;
250822;0100;5,78575;
250822;0200;5,69375;
250822;0300;5,72875;
250822;0400;5,636;
250822;0500;5,80275;
250822;0600;5,19275;
250822;0700;5,28775;
250822;0800;5,67075;
250822;0900;7,01975;
250822;1000;7,734;
250822;1100;8,77901;
250822;1200;10,045;
250822;1300;10,8175;
250822;1400;10,845;
250822;1500;11,28;
250822;1600;10,6675;
250822;1700;10,15;
250822;1800;8,10699;
250822;1900;7,18375;
250822;2000;6,70775;
250822;2100;5,9155;
250822;2200;5,388;
250822;2300;4,94825;
250823;0000;4,36025;
250823;0100;3,9225;
250823;0200;3,8005;
250823;0300;3,34175;
250823;0400;3,31825;
250823;0500;3,2975;
250823;0600;3,4325;
250823;0700;3,58725;
250823;0800;3,98825;
250823;0900;4,905;
250823;1000;7,762;
250823;1100;10,3375;
250823;1200;11,94;
250823;1300;11,8175;
250823;1400;11,25;
250823;1500;12,09;
250823;1600;12,2875;
250823;1700;10,95;
250823;1800;10,0675;
250823;1900;8,895;
250823;2000;8,2975;
250823;2100;7,92975;
250823;2200;7,76725;
250823;2300;7,80725;
250824;0000;7,7745;
250824;0100;7,8465;
250824;0200;7,728;
250824;0300;7,6165;
250824;0400;7,51825;
250824;0500;7,4825;
250824;0600;7,515;
250824;0700;7,724;
250824;0800;8,27;
250824;0900;9,00751;
250824;1000;10,065;
250824;1100;10,84;
250824;1200;11,3125;
250824;1300;11,82;
250824;1400;12,965;
250824;1500;12,9675;
250824;1600;13,645;
250824;1700;12,9475;
250824;1800;11,9975;
250824;1900;11,6125;
250824;2000;10,2425;
250824;2100;9,94;
250824;2200;8,84;
250824;2300;9,43001;
250825;0000;10,04;
250825;0100;8,74251;
250825;0200;8,28999;
250825;0300;7,99375;
250825;0400;7,8365;
250825;0500;7,5195;
250825;0600;7,10075;
250825;0700;6,8005;
250825;0800;6,73575;
250825;0900;8,58075;
250825;1000;10,825;
250825;1100;14,14;
250825;1200;17,49;
250825;1300;19,54;
250825;1400;18,655;
250825;1500;19,0825;
250825;1600;19,915;
250825;1700;18,5625;
250825;1800;15,075;
250825;1900;13,56;
250825;2000;12,495;
250825;2100;11,8575;
250825;2200;11,04;
250825;2300;10,11;
250826;0000;9,50751;
250826;0100;8,8925;
250826;0200;8,19275;
250826;0300;7,9985;
250826;0400;8,35249;
250826;0500;9,1075;
250826;0600;8,69;
250826;0700;7,522;
250826;0800;8,58075;
250826;0900;10,7175;
250826;1000;13,2925;
250826;1100;15,7275;
250826;1200;17,9575;
250826;1300;20,0325;
250826;1400;20,7275;
250826;1500;21,4025;
250826;1600;21,0475;
250826;1700;20,785;
250826;1800;16,3375;
250826;1900;14,355;
250826;2000;13,855;
250826;2100;13,09;
250826;2200;11,94;
250826;2300;11,1575;
250827;0000;10,6375;
250827;0100;10,01;
250827;0200;9,33;
250827;0300;8,69;
250827;0400;8,0705;
250827;0500;7,93825;
250827;0600;7,795;
250827;0700;7,65875;
250827;0800;7,73775;
250827;0900;8,55251;
250827;1000;11,725;
250827;1100;15,5225;
250827;1200;17,7575;
250827;1300;16,905;
250827;1400;17,3825;
250827;1500;16,4675;
250827;1600;13,6325;
250827;1700;12,35;
250827;1800;11,8775;
250827;1900;11,93;
250827;2000;11,6775;
250827;2100;11,4875;
250827;2200;11,5125;
250827;2300;11,5275;
250828;0000;11,485;
250828;0100;11,39;
250828;0200;11,2575;
250828;0300;11,2525;
250828;0400;11,2275;
250828;0500;10,965;
250828;0600;10,5375;
250828;0700;10,205;
250828;0800;10,935;
250828;0900;11,44;
250828;1000;11,48;
250828;1100;11,8775;
250828;1200;11,685;
250828;1300;11,8875;
250828;1400;13,88;
250828;1500;13,15;
250828;1600;13,135;
250828;1700;12,2375;
250828;1800;11,77;
250828;1900;11,575;
250828;2000;11,3975;
250828;2100;11,135;
250828;2200;11,1525;
250828;2300;10,9925;
250829;0000;10,865;
250829;0100;10,5625;
250829;0200;10,45;
250829;0300;9,715;
250829;0400;8,38499;
250829;0500;7,76925;
250829;0600;7,73475;
250829;0700;8,21001;
250829;0800;10,11;
250829;0900;10,6875;
250829;1000;12,2825;
250829;1100;13,0025;
250829;1200;13,1475;
250829;1300;12,9625;
250829;1400;13,5625;
250829;1500;14,07;
250829;1600;13,53;
250829;1700;13,035;
250829;1800;11,3625;
250829;1900;10,4225;
250829;2000;9,78999;
250829;2100;8,94501;
250829;2200;8,42;
250829;2300;8,02376;
250830;0000;7,60475;
250830;0100;7,0555;
250830;0200;7,2675;
250830;0300;7,23525;
250830;0400;7,60425;
250830;0500;7,61425;
250830;0600;7,8645;
250830;0700;7,76;
250830;0800;8,035;
250830;0900;8,69;
250830;1000;8,97501;
250830;1100;10,6;
250830;1200;12,725;
250830;1300;17,3825;
250830;1400;17,675;
250830;1500;17,705;
250830;1600;18,0925;
250830;1700;15,6825;
250830;1800;13,13;
250830;1900;12,23;
250830;2000;11,6825;
250830;2100;11,315;
250830;2200;11,2575;
250830;2300;11,315;
250831;0000;10,665;
250831;0100;10,7825;
250831;0200;10,8475;
250831;0300;10,8475;
250831;0400;10,8475;
250831;0500;11,2175;
250831;0600;10,9625;
250831;0700;10,9725;
250831;0800;11,14;
250831;0900;11,8725;
250831;1000;12,555;
250831;1100;12,97;
250831;1200;12,9475;
250831;1300;12,7325;
250831;1400;12,2775;
250831;1500;12,1175;
250831;1600;12,1425;
250831;1700;12;
250831;1800;11,8825;
250831;1900;11,505;
250831;2000;11,105;
250831;2100;11,025;
250831;2200;10,885;
250831;2300;10,685;
250901;0000;10,6675;
250901;0100;10,7175;
250901;0200;10,7475;
250901;0300;10,545;
250901;0400;10,31;
250901;0500;10,125;
250901;0600;9,80501;
250901;0700;9,3;
250901;0800;9,4375;
250901;0900;9,89;
250901;1000;11,875;
250901;1100;12,6625;
250901;1200;14,165;
250901;1300;14,78;
250901;1400;13,855;
250901;1500;13,315;
250901;1600;12,9;
250901;1700;12,3025;
250901;1800;11,885;
250901;1900;11,615;
250901;2000;11,265;
250901;2100;9,91251;
250901;2200;10,0075;
250901;2300;10,7725;
250902;0000;10,82;
250902;0100;10,025;
250902;0200;9,2025;
250902;0300;8,99001;
250902;0400;8,9875;
250902;0500;8,89999;
250902;0600;9,05251;
250902;0700;8,9075;
250902;0800;9,175;
250902;0900;11,49;
250902;1000;11,3033;
250902;1100;11,475;
250902;1200;12,455;
250902;1300;11,9825;
250902;1400;12,955;
250902;1500;12,55;
250902;1600;12,31;
250902;1700;12,0875;
250902;1800;10,3475;
250902;1900;9,42;
250902;2000;9,095;
250902;2100;8,39;
250902;2200;8,9225;
250902;2300;7,03125;
250903;0000;5,9685;
250903;0100;5,336;
250903;0200;4,69625;
250903;0300;4,33075;
250903;0400;3,83375;
250903;0500;3,597;
250903;0600;3,1605;
250903;0700;3,1995;
250903;0800;4,27775;
250903;0900;5,7155;
250903;1000;8,77126;
250903;1100;12,76;
250903;1200;14,16;
250903;1300;13,5075;
250903;1400;13,9875;
250903;1500;14,0925;
250903;1600;13,5425;
250903;1700;12,72;
250903;1800;11,1375;
250903;1900;10,475;
250903;2000;10,12;
250903;2100;10,015;
250903;2200;9,07999;
250903;2300;8,23;
250904;0000;8,16499;
250904;0100;8,04401;
250904;0200;6,601;
250904;0300;5,579;
250904;0400;5,03225;
250904;0500;5,00825;
250904;0600;4,32425;
250904;0700;2,8355;
250904;0800;5,2435;
250904;0900;7,8415;
250904;1000;10,1325;
250904;1100;13,4025;
250904;1200;15,355;
250904;1300;17,2225;
250904;1400;17,53;
250904;1500;17,9525;
250904;1600;18,2075;
250904;1700;16,905;
250904;1800;13,81;
250904;1900;11,46;
250904;2000;9,69749;
250904;2100;8,575;
250904;2200;7,737;
250904;2300;6,8575;
250905;0000;6,1065;
250905;0100;5,676;
250905;0200;5,07525;
250905;0300;4,69575;
250905;0400;4,19225;
250905;0500;3,91575;
250905;0600;3,76175;
250905;0700;3,649;
250905;0800;6,2325;
250905;0900;9,0865;
250905;1000;12,76;
250905;1100;15,3875;
250905;1200;15,8475;
250905;1300;15,735;
250905;1400;14,6975;
250905;1500;14,2475;
250905;1600;14,07;
250905;1700;13,0425;
250905;1800;11,6175;
250905;1900;10,5825;
250905;2000;10,2375;
250905;2100;10,6375;
250905;2200;10,62;
250905;2300;10,485;
250906;0000;10,2425;
250906;0100;10,165;
250906;0200;9,99251;
250906;0300;9,78999;
250906;0400;9,80251;
250906;0500;10,025;
250906;0600;10,0925;
250906;0700;10,2225;
250906;0800;10,5325;
250906;0900;10,77;
250906;1000;10,9125;
250906;1100;10,975;
250906;1200;11,2625;
250906;1300;11,4325;
250906;1400;11,24;
250906;1500;11,2925;
250906;1600;11,495;
250906;1700;11,4125;
250906;1800;11,3525;
250906;1900;11,1575;
250906;2000;10,9425;
250906;2100;10,525;
250906;2200;10,17;
250906;2300;10,245;
250907;0000;10,0875;
250907;0100;9,785;
250907;0200;9,6825;
250907;0300;8,8925;
250907;0400;8,6275;
250907;0500;8,5925;
250907;0600;8,705;
250907;0700;8,425;
250907;0800;8,3875;
250907;0900;8,8625;
250907;1000;9,84248;
250907;1100;9,66;
250907;1200;10,435;
250907;1300;10,3875;
250907;1400;10,9375;
250907;1500;10,46;
250907;1600;10,3575;
250907;1700;10,48;
250907;1800;10,3425;
250907;1900;9,875;
250907;2000;9,7025;
250907;2100;9,2075;
250907;2200;9,2;
250907;2300;9,18001;
250908;0000;9,155;
250908;0100;8,87752;
250908;0200;8,395;
250908;0300;7,653;
250908;0400;7,638;
250908;0500;7,51525;
250908;0600;7,571;
250908;0700;8,14799;
250908;0800;9,25;
250908;0900;11,975;
250908;1000;13,26;
250908;1100;13,8525;
250908;1200;14,1825;
250908;1300;13,7925;
250908;1400;13,6925;
250908;1500;13,105;
250908;1600;12,7675;
250908;1700;12,4325;
250908;1800;12,1825;
250908;1900;12,145;
250908;2000;12,145;
250908;2100;12,1175;
250908;2200;11,8975;
250908;2300;11,1925;
250909;0000;10,9375;
250909;0100;11,285;
250909;0200;11,8425;
250909;0300;12,005;
250909;0400;12,0175;
250909;0500;12,115;
250909;0600;12,0025;
250909;0700;11,8925;
250909;0800;12,2625;
250909;0900;12,385;
250909;1000;12,17;
250909;1100;12,3;
250909;1200;12,3425;
250909;1300;11,97;
250909;1400;12,025;
250909;1500;12,42;
250909;1600;12,3775;
250909;1700;12,5525;
250909;1800;12,53;
250909;1900;12,54;
250909;2000;12,5875;
250909;2100;12,845;
250909;2200;13,5025;
250909;2300;13,8075;
250910;0000;13,465;
250910;0100;13,2575;
250910;0200;13,0575;
250910;0300;12,99;
250910;0400;12,7475;
250910;0500;12,1825;
250910;0600;11,4075;
250910;0700;10,835;
250910;0800;12,0075;
250910;0900;13,415;
250910;1000;14,2525;
250910;1100;15,1575;
250910;1200;15,88;
250910;1300;16,5475;
250910;1400;18,06;
250910;1500;18,2375;
250910;1600;18,7925;
250910;1700;17,5675;
250910;1800;15,01;
250910;1900;13,295;
250910;2000;11,81;
250910;2100;10,8175;
250910;2200;10,0275;
250910;2300;9,25999;
250911;0000;8,375;
250911;0100;8,19501;
250911;0200;8,46249;
250911;0300;8,02251;
250911;0400;7,35075;
250911;0500;6,306;
250911;0600;5,9645;
250911;0700;6,13325;
250911;0800;6,86375;
250911;0900;8,66051;
250911;1000;12,0225;
250911;1100;15,235;
250911;1200;17,515;
250911;1300;18,23;
250911;1400;19,195;
250911;1500;19,2125;
250911;1600;19,215;
250911;1700;18,055;
250911;1800;14,7775;
250911;1900;11,42;
250911;2000;10,745;
250911;2100;9,97;
250911;2200;9,4375;
250911;2300;8,69;
250912;0000;8,00674;
250912;0100;7,392;
250912;0200;7,063;
250912;0300;6,6305;
250912;0400;6,42675;
250912;0500;6,12225;
250912;0600;5,6155;
250912;0700;5,5135;
250912;0800;6,02;
250912;0900;7,15525;
250912;1000;9,08075;
250912;1100;12,4275;
250912;1200;13,605;
250912;1300;14,295;
250912;1400;15,095;
250912;1500;15,5425;
250912;1600;14,27;
250912;1700;13;
250912;1800;12,11;
250912;1900;11,3675;
250912;2000;11,9025;
250912;2100;11,6775;
250912;2200;11,2625;
250912;2300;11,1275;
250913;0000;10,9875;
250913;0100;10,7075;
250913;0200;10,38;
250913;0300;10,3175;
250913;0400;10,3275;
250913;0500;10,39;
250913;0600;10,8;
250913;0700;11,0225;
250913;0800;12,11;
250913;0900;13,63;
250913;1000;14,7125;
250913;1100;15,085;
250913;1200;15,59;
250913;1300;15,7325;
250913;1400;15,9325;
250913;1500;15,8975;
250913;1600;15,7425;
250913;1700;14,56;
250913;1800;13,0275;
250913;1900;11,1;
250913;2000;10,165;
250913;2100;10,05;
250913;2200;9,32249;
250913;2300;8,75751;
250914;0000;8,25024;
250914;0100;8,02025;
250914;0200;7,91575;
250914;0300;7,4975;
250914;0400;6,599;
250914;0500;6,31175;
250914;0600;5,8165;
250914;0700;5,67175;
250914;0800;7,47325;
250914;0900;9,6725;
250914;1000;13,0575;
250914;1100;15,6325;
250914;1200;17,1075;
250914;1300;16,87;
250914;1400;16,4625;
250914;1500;16,7875;
250914;1600;16,09;
250914;1700;15,175;
250914;1800;13,7425;
250914;1900;12,56;
250914;2000;11,6975;
250914;2100;11,07;
250914;2200;10,2675;
250914;2300;9,3575;
250915;0000;8,565;
250915;0100;7,741;
250915;0200;7,0475;
250915;0300;6,62775;
250915;0400;6,37425;
250915;0500;6,09625;
250915;0600;5,927;
250915;0700;6,104;
250915;0800;7,22175;
250915;0900;10,22;
250915;1000;12,7125;
250915;1100;16,9425;
250915;1200;18,5125;
250915;1300;17,98;
250915;1400;19,0525;
250915;1500;19,4575;
250915;1600;19,3175;
250915;1700;17,38;
250915;1800;15,105;
250915;1900;14,2025;
250915;2000;13,5125;
250915;2100;12,505;
250915;2200;11,5925;
250915;2300;10,715;
250916;0000;9,89999;
250916;0100;9,505;
250916;0200;9,13;
250916;0300;8,575;
250916;0400;8,39999;
250916;0500;8,04276;
250916;0600;7,73875;
250916;0700;7,83025;
250916;0800;9,105;
250916;0900;11,4;
250916;1000;14,69;
250916;1100;16,965;
250916;1200;18,9475;
250916;1300;19,7875;
250916;1400;20,105;
250916;1500;19,1475;
250916;1600;18,805;
250916;1700;19,555;
250916;1800;17,1325;
250916;1900;14,99;
250916;2000;13,575;
250916;2100;12,59;
250916;2200;12,0475;
250916;2300;11,3425;
250917;0000;11,005;
250917;0100;11,135;
250917;0200;11,14;
250917;0300;10,8875;
250917;0400;10,8275;
250917;0500;10,6775;
250917;0600;10,72;
250917;0700;11,015;
250917;0800;11,3575;
250917;0900;12,175;
250917;1000;12,2775;
250917;1100;12,285;
250917;1200;12,685;
250917;1300;13,68;
250917;1400;14,265;
250917;1500;14,4925;
250917;1600;14,15;
250917;1700;13,605;
250917;1800;13,2125;
250917;1900;12,9375;
250917;2000;12,9125;
250917;2100;12,7775;
250917;2200;12,5775;
250917;2300;12,4975;
250918;0000;12,3775;
250918;0100;12,5075;
250918;0200;12,545;
250918;0300;12,5025;
250918;0400;12,455;
250918;0500;12,295;
250918;0600;12,195;
250918;0700;12,2925;
250918;0800;12,7425;
250918;0900;11,895;
250918;1000;12,265;
250918;1100;12,255;
250918;1200;12,745;
250918;1300;13,12;
250918;1400;13,36;
250918;1500;13,51;
250918;1600;13,3625;
250918;1700;13,105;
250918;1800;12,3575;
250918;1900;12,48;
250918;2000;12,6625;
250918;2100;12,57;
250918;2200;12,445;
250918;2300;12,4625;
250919;0000;12,515;
250919;0100;12,5225;
250919;0200;12,585;
250919;0300;12,6;
250919;0400;12,5975;
250919;0500;12,5675;
250919;0600;12,5025;
250919;0700;12,4975;
250919;0800;12,735;
250919;0900;13,3325;
250919;1000;13,2275;
250919;1100;12,9575;
250919;1200;13,2225;
250919;1300;13,0625;
250919;1400;13,295;
250919;1500;13,1175;
250919;1600;13,18;
250919;1700;12,6475;
250919;1800;12,4375;
250919;1900;12,2025;
250919;2000;12,4875;
250919;2100;12,4075;
250919;2200;11,8075;
250919;2300;11,285;
250920;0000;10,9725;
250920;0100;11,15;
250920;0200;11,0225;
250920;0300;10,94;
250920;0400;10,875;
250920;0500;10,785;
250920;0600;11,03;
250920;0700;11,41;
250920;0800;12,285;
250920;0900;13,885;
250920;1000;14,3425;
250920;1100;13,02;
250920;1200;11,9975;
250920;1300;12,94;
250920;1400;13,99;
250920;1500;14,225;
250920;1600;12,445;
250920;1700;10,78;
250920;1800;10,0075;
250920;1900;10,2575;
250920;2000;10,1175;
250920;2100;9,3475;
250920;2200;9,10249;
250920;2300;8,96249;
250921;0000;9,175;
250921;0100;9,69501;
250921;0200;10,32;
250921;0300;9,6925;
250921;0400;9,3625;
250921;0500;9,6225;
250921;0600;9,69002;
250921;0700;10,045;
250921;0800;10,955;
250921;0900;11,6575;
250921;1000;12,75;
250921;1100;13,5325;
250921;1200;13,3625;
250921;1300;13,605;
250921;1400;14,285;
250921;1500;13,8275;
250921;1600;14,2325;
250921;1700;13,025;
250921;1800;11,495;
250921;1900;10,195;
250921;2000;9,3875;
250921;2100;8,655;
250921;2200;7,88825;
250921;2300;7,34775;
250922;0000;7,5265;
250922;0100;7,32775;
250922;0200;7,2585;
250922;0300;7,01175;
250922;0400;6,778;
250922;0500;7,02325;
250922;0600;7,19;
250922;0700;7,51525;
250922;0800;9,2525;
250922;0900;10,9;
250922;1000;13,5367;
250922;1100;15,5975;
250922;1200;16;
250922;1300;16,5875;
250922;1400;16,5475;
250922;1500;15,73;
250922;1600;16,2375;
250922;1700;15,075;
250922;1800;13,38;
250922;1900;12,28;
250922;2000;11,815;
250922;2100;10,6925;
250922;2200;9,9225;
250922;2300;9,66251;
250923;0000;9,38499;
250923;0100;9,16499;
250923;0200;8,89751;
250923;0300;8,925;
250923;0400;9,0825;
250923;0500;8,77;
250923;0600;8,86;
250923;0700;10,0975;
250923;0800;11,7525;
250923;0900;14,3875;
250923;1000;15,33;
250923;1100;16,6725;
250923;1200;18,0725;
250923;1300;18,095;
250923;1400;17,5467;
250923;1500;17,2475;
250923;1600;16,9475;
250923;1700;15,2225;
250923;1800;14,25;
250923;1900;12,5875;
250923;2000;10,9725;
250923;2100;10,75;
250923;2200;10,4425;
250923;2300;9,9075;
250924;0000;9,3175;
250924;0100;9,1225;
250924;0200;8,72;
250924;0300;8,605;
250924;0400;8,13251;
250924;0500;8,07526;
250924;0600;8,0975;
250924;0700;8,33;
250924;0800;10,06;
250924;0900;14,0675;
250924;1000;15,82;
250924;1100;18,11;
250924;1200;20,2125;
250924;1300;22,1;
250924;1400;23,815;
250924;1500;22,5475;
250924;1600;21,7;
250924;1700;19,5575;
250924;1800;16,1925;
250924;1900;14,035;
250924;2000;13,0175;
250924;2100;12,125;
250924;2200;11,6175;
250924;2300;11,0875;
250925;0000;10,2175;
250925;0100;11,195;
250925;0200;11,595;
250925;0300;11,555;
250925;0400;9,675;
250925;0500;8,83501;
250925;0600;8,6675;
250925;0700;9,36751;
250925;0800;11,83;
250925;0900;13,2875;
250925;1000;13,785;
250925;1100;14,0575;
250925;1200;14,6675;
250925;1300;15,28;
250925;1400;15,5025;
250925;1500;15,0275;
250925;1600;14,875;
250925;1700;14,5025;
250925;1800;14,1;
250925;1900;13,015;
250925;2000;12,09;
250925;2100;12,0975;
250925;2200;12,1825;
250925;2300;12,445;
250926;0000;12,45;
250926;0100;12,4675;
250926;0200;12,455;
250926;0300;12,4225;
250926;0400;12,5425;
250926;0500;11,995;
250926;0600;10,8225;
250926;0700;11,3775;
250926;0800;13;
250926;0900;13,7175;
250926;1000;14,0525;
250926;1100;14,4925;
250926;1200;15,0075;
250926;1300;14,7325;
250926;1400;13,51;
250926;1500;15,0725;
250926;1600;14,4275;
250926;1700;14,305;
250926;1800;13,24;
250926;1900;12,91;
250926;2000;12,38;
250926;2100;11,935;
250926;2200;11,6025;
250926;2300;11,43;
250927;0000;11,53;
250927;0100;11,255;
250927;0200;10,76;
250927;0300;10,695;
250927;0400;10,605;
250927;0500;10,2075;
250927;0600;9,99251;
250927;0700;10,015;
250927;0800;11,4425;
250927;0900;13,2475;
250927;1000;14,395;
250927;1100;16,36;
250927;1200;17,27;
250927;1300;17,9175;
250927;1400;18,88;
250927;1500;18,2875;
250927;1600;17,2425;
250927;1700;15,555;
250927;1800;13,5175;
250927;1900;12,4275;
250927;2000;11,645;
250927;2100;11,3175;
250927;2200;10,7975;
250927;2300;10,545;
250928;0000;10,4575;
250928;0100;10,32;
250928;0200;10,355;
250928;0300;10,6525;
250928;0400;10,545;
250928;0500;10,5275;
250928;0600;10,4675;
250928;0700;11,0875;
250928;0800;11,31;
250928;0900;11,6975;
250928;1000;12,2075;
250928;1100;12,5725;
250928;1200;13,5325;
250928;1300;14,8425;
250928;1400;13,3925;
250928;1500;12,67;
250928;1600;13,335;
250928;1700;13,15;
250928;1800;12,5225;
250928;1900;12,1925;
250928;2000;12,095;
250928;2100;11,5425;
250928;2200;10,905;
250928;2300;9,7175;
250929;0000;8,95;
250929;0100;9,0125;
250929;0200;9,375;
250929;0300;9,4075;
250929;0400;9,005;
250929;0500;8,895;
250929;0600;8,7975;
250929;0700;8,71925;
250929;0800;11,74;
250929;0900;13,8325;
250929;1000;14,9;
250929;1100;16,145;
250929;1200;16,8975;
250929;1300;16,61;
250929;1400;15,6475;
250929;1500;16,1675;
250929;1600;15,77;
250929;1700;14,8575;
250929;1800;13,245;
250929;1900;12,3475;
250929;2000;12,0425;
250929;2100;11,58;
250929;2200;10,8575;
250929;2300;9,38;
250930;0000;8,5825;
250930;0100;7,7605;
250930;0200;7,448;
250930;0300;6,88925;
250930;0400;6,365;
250930;0500;6,1125;
250930;0600;5,70825;
250930;0700;6,85775;
250930;0800;10,045;
250930;0900;13,295;
250930;1000;15,485;
250930;1100;17,99;
250930;1200;19,32;
250930;1300;19,3725;
250930;1400;20,4975;
250930;1500;19,7675;
250930;1600;18,8;
250930;1700;17,98;
250930;1800;16,4225;
250930;1900;14,8075;
250930;2000;13,7125;
250930;2100;13,2175;
250930;2200;12,43;
250930;2300;10,8825;
251001;0000;10,3025;
251001;0100;9,5125;
251001;0200;8,5175;
251001;0300;7,79725;
251001;0400;7,411;
251001;0500;7,15675;
251001;0600;6,52325;
251001;0700;7,11425;
251001;0800;9,60249;
251001;0900;13,095;
251001;1000;15,3625;
251001;1100;17,5;
251001;1200;19,64;
251001;1300;20,8125;
251001;1400;21,455;
251001;1500;21,715;
251001;1600;20,9175;
251001;1700;19,6275;
251001;1800;16,66;
251001;1900;14,6025;
251001;2000;12,985;
251001;2100;12,455;
251001;2200;11,3925;
251001;2300;10,7275;
251002;0000;10,1525;
251002;0100;9,48;
251002;0200;8,77499;
251002;0300;8,11826;
251002;0400;7,8815;
251002;0500;7,53925;
251002;0600;6,74475;
251002;0700;8,0585;
251002;0800;10,575;
251002;0900;12,7925;
251002;1000;14,815;
251002;1100;16,4625;
251002;1200;17,835;
251002;1300;18,585;
251002;1400;19,865;
251002;1500;19,435;
251002;1600;19,01;
251002;1700;17,78;
251002;1800;15,4575;
251002;1900;13,3825;
251002;2000;12,295;
251002;2100;11,535;
251002;2200;11,0525;
251002;2300;10,5125;
251003;0000;9,9825;
251003;0100;8,80251;
251003;0200;8,09924;
251003;0300;8,40324;
251003;0400;8,20551;
251003;0500;7,7125;
251003;0600;7,83675;
251003;0700;9,9725;
251003;0800;12,3225;
251003;0900;13,3325;
251003;1000;14,2375;
251003;1100;14,9325;
251003;1200;15,6075;
251003;1300;15,6125;
251003;1400;15,2875;
251003;1500;14,9275;
251003;1600;14,6225;
251003;1700;14,0325;
251003;1800;13,215;
251003;1900;12,8475;
251003;2000;12,7275;
251003;2100;12,6525;
251003;2200;12,58;
251003;2300;12,7525;
251004;0000;12,6125;
251004;0100;11,2975;
251004;0200;10,7825;
251004;0300;10,485;
251004;0400;10,475;
251004;0500;10,63;
251004;0600;10,955;
251004;0700;11,0225;
251004;0800;11,4625;
251004;0900;12,7075;
251004;1000;14,035;
251004;1100;13,5025;
251004;1200;14,52;
251004;1300;14,5175;
251004;1400;14,8175;
251004;1500;14,7725;
251004;1600;14,34;
251004;1700;13,5325;
251004;1800;12,7025;
251004;1900;11,765;
251004;2000;11,0725;
251004;2100;10,8125;
251004;2200;10,625;
251004;2300;10,27;
251005;0000;9,49001;
251005;0100;8,75999;
251005;0200;8,5025;
251005;0300;8,4175;
251005;0400;8,06625;
251005;0500;7,421;
251005;0600;7,16675;
251005;0700;8,267;
251005;0800;9,21001;
251005;0900;11,11;
251005;1000;11,9;
251005;1100;13,4125;
251005;1200;14,965;
251005;1300;14,5275;
251005;1400;14,725;
251005;1500;14,26;
251005;1600;13,935;
251005;1700;13,375;
251005;1800;12,6225;
251005;1900;11,3775;
251005;2000;10,7525;
251005;2100;9,9875;
251005;2200;9,0825;
251005;2300;7,66175;
251006;0000;7,02425;
251006;0100;6,4915;
251006;0200;6,0445;
251006;0300;5,99775;
251006;0400;5,49525;
251006;0500;5,24575;
251006;0600;5,5065;
251006;0700;7,07675;
251006;0800;10,1575;
251006;0900;12,8175;
251006;1000;14,1375;
251006;1100;16,415;
251006;1200;18,005;
251006;1300;18,415;
251006;1400;19,235;
251006;1500;19,2325;
251006;1600;17,27;
251006;1700;15,645;
251006;1800;14,7;
251006;1900;13,3425;
251006;2000;12,61;
251006;2100;11,685;
251006;2200;11,31;
251006;2300;10,6625;
251007;0000;10,025;
251007;0100;9,215;
251007;0200;9,03;
251007;0300;8,575;
251007;0400;8,2775;
251007;0500;8,4025;
251007;0600;8,68001;
251007;0700;9,785;
251007;0800;12,425;
251007;0900;15,91;
251007;1000;17,525;
251007;1100;19,64;
251007;1200;20,67;
251007;1300;20,0375;
251007;1400;20,235;
251007;1500;20,785;
251007;1600;20,625;
251007;1700;19,69;
251007;1800;18,735;
251007;1900;16,0125;
251007;2000;14,9475;
251007;2100;13,6625;
251007;2200;12,865;
251007;2300;12,1725;
251008;0000;11,3475;
251008;0100;10,495;
251008;0200;10,0725;
251008;0300;9,2925;
251008;0400;9,1075;
251008;0500;8,6675;
251008;0600;8,5675;
251008;0700;9,19749;
251008;0800;11,47;
251008;0900;14,085;
251008;1000;17,33;
251008;1100;22,275;
251008;1200;22,1125;
251008;1300;23,965;
251008;1400;24,25;
251008;1500;24,5525;
251008;1600;23,245;
