FECHA (YYMMDD);HORA (HHMM);Direccion Viento (grados);
250502;1700;251,408;
250502;1800;310,951;
250502;1900;82,322;
250502;2000;140,424;
250502;2100;274,103;
250502;2200;229,546;
250502;2300;80,4983;
250503;0000;0;
250503;0100;95,3405;
250503;0200;106,909;
250503;0300;144,523;
250503;0400;124,649;
250503;0500;121,544;
250503;0600;141,738;
250503;0700;85,814;
250503;0800;142,954;
250503;0900;213,202;
250503;1000;354,514;
250503;1100;326,977;
250503;1200;312,338;
250503;1300;313,831;
250503;1400;310,927;
250503;1500;311,568;
250503;1600;313,396;
250503;1700;357,422;
250503;1800;319,614;
250503;1900;178,052;
250503;2000;152,129;
250503;2100;98,9114;
250503;2200;140,066;
250503;2300;118,193;
250504;0000;150,282;
250504;0100;144,72;
250504;0200;162,893;
250504;0300;144,1;
250504;0400;159,397;
250504;0500;140,71;
250504;0600;146,466;
250504;0700;147,792;
250504;0800;155,438;
250504;0900;161,034;
250504;1000;176,83;
250504;1100;159,814;
250504;1200;180,95;
250504;1300;186,559;
250504;1400;196,814;
250504;1500;196,831;
250504;1600;210,336;
250504;1700;239,661;
250504;1800;63,4883;
250504;1900;122,983;
250504;2000;130,765;
250504;2100;139,55;
250504;2200;152,518;
250504;2300;120,739;
250505;0000;111,512;
250505;0100;140,338;
250505;0200;139,482;
250505;0300;145,25;
250505;0400;154,133;
250505;0500;157,937;
250505;0600;125,057;
250505;0700;150,873;
250505;0800;135,316;
250505;0900;132,825;
250505;1000;146,956;
250505;1100;;
250505;1200;;
250505;1300;187,003;
250505;1400;195,923;
250505;1500;211,999;
250505;1600;252,894;
250505;1700;251,067;
250505;1800;283,859;
250505;1900;356,826;
250505;2000;305,923;
250505;2100;42,4559;
250505;2200;356,069;
250505;2300;24,0547;
250506;0000;334,694;
250506;0100;84,0378;
250506;0200;144,335;
250506;0300;133,724;
250506;0400;35,3452;
250506;0500;96,4684;
250506;0600;140,646;
250506;0700;280,154;
250506;0800;298,46;
250506;0900;293,669;
250506;1000;310,65;
250506;1100;318,479;
250506;1200;317,54;
250506;1300;313,219;
250506;1400;329,24;
250506;1500;326,81;
250506;1600;334,739;
250506;1700;317,894;
250506;1800;307,215;
250506;1900;299,566;
250506;2000;302,756;
250506;2100;304,527;
250506;2200;296,21;
250506;2300;290,987;
250507;0000;304,583;
250507;0100;322,158;
250507;0200;323,793;
250507;0300;355,127;
250507;0400;313,311;
250507;0500;314,272;
250507;0600;305,664;
250507;0700;335,248;
250507;0800;318,532;
250507;0900;330,453;
250507;1000;317,471;
250507;1100;308,723;
250507;1200;317,283;
250507;1300;321,891;
250507;1400;328,295;
250507;1500;326,026;
250507;1600;331,083;
250507;1700;317,327;
250507;1800;281,64;
250507;1900;100,39;
250507;2000;181,314;
250507;2100;81,7766;
250507;2200;126,178;
250507;2300;155,209;
250508;0000;152,527;
250508;0100;165,469;
250508;0200;167,366;
250508;0300;173,819;
250508;0400;169,241;
250508;0500;165,381;
250508;0600;152,699;
250508;0700;158,977;
250508;0800;152,426;
250508;0900;169,55;
250508;1000;170,207;
250508;1100;176,742;
250508;1200;177,172;
250508;1300;176,488;
250508;1400;;
250508;1500;306,076;
250508;1600;315,459;
250508;1700;325,133;
250508;1800;328,393;
250508;1900;311,107;
250508;2000;318,661;
250508;2100;312,044;
250508;2200;312,505;
250508;2300;329,949;
250509;0000;309,322;
250509;0100;306,913;
250509;0200;312,964;
250509;0300;320,207;
250509;0400;304,386;
250509;0500;289,035;
250509;0600;296,886;
250509;0700;298,794;
250509;0800;303,659;
250509;0900;308,198;
250509;1000;297,185;
250509;1100;301,884;
250509;1200;300,942;
250509;1300;300,621;
250509;1400;;
250509;1500;;
250509;1600;;
250509;1700;248,274;
250509;1800;315,869;
250509;1900;266,605;
250509;2000;99,908;
250509;2100;135,248;
250509;2200;129,67;
250509;2300;151,338;
250510;0000;136,147;
250510;0100;166,368;
250510;0200;164,658;
250510;0300;168,663;
250510;0400;150,642;
250510;0500;135,146;
250510;0600;125,114;
250510;0700;142,428;
250510;0800;156,671;
250510;0900;178,594;
250510;1000;172,469;
250510;1100;174,98;
250510;1200;133,842;
250510;1300;124,921;
250510;1400;149,046;
250510;1500;138,328;
250510;1600;145,03;
250510;1700;163,435;
250510;1800;0;
250510;1900;15,4926;
250510;2000;25,8408;
250510;2100;327,143;
250510;2200;0;
250510;2300;142,833;
250511;0000;133,997;
250511;0100;142,488;
250511;0200;135,826;
250511;0300;109,466;
250511;0400;123,624;
250511;0500;153,265;
250511;0600;157,512;
250511;0700;159,029;
250511;0800;164,301;
250511;0900;157,101;
250511;1000;158,739;
250511;1100;190,801;
250511;1200;278,281;
250511;1300;293,94;
250511;1400;294,589;
250511;1500;343,088;
250511;1600;307,365;
250511;1700;295,919;
250511;1800;320,129;
250511;1900;321,446;
250511;2000;306,407;
250511;2100;306,056;
250511;2200;312,159;
250511;2300;359,902;
250512;0000;0;
250512;0100;219,962;
250512;0200;164,311;
250512;0300;287,382;
250512;0400;210,489;
250512;0500;72,2917;
250512;0600;92,9113;
250512;0700;60,5485;
250512;0800;85,4366;
250512;0900;232,925;
250512;1000;239,42;
250512;1100;152,101;
250512;1200;139,841;
250512;1300;150,946;
250512;1400;191,608;
250512;1500;199,96;
250512;1600;204,386;
250512;1700;326,273;
250512;1800;319,456;
250512;1900;312,541;
250512;2000;298,457;
250512;2100;261,723;
250512;2200;0;
250512;2300;0;
250513;0000;101,843;
250513;0100;57,996;
250513;0200;88,3636;
250513;0300;159,46;
250513;0400;144,94;
250513;0500;124,605;
250513;0600;136,409;
250513;0700;126,365;
250513;0800;147,579;
250513;0900;157,547;
250513;1000;164,168;
250513;1100;206,561;
250513;1200;295,098;
250513;1300;318,306;
250513;1400;308,021;
250513;1500;302,794;
250513;1600;300,823;
250513;1700;311,546;
250513;1800;307,696;
250513;1900;297,377;
250513;2000;300,981;
250513;2100;310,426;
250513;2200;309,168;
250513;2300;354,306;
250514;0000;336,296;
250514;0100;260,065;
250514;0200;152,915;
250514;0300;180,266;
250514;0400;124,892;
250514;0500;0;
250514;0600;0;
250514;0700;179,943;
250514;0800;149,956;
250514;0900;180,695;
250514;1000;187,764;
250514;1100;185,234;
250514;1200;191,936;
250514;1300;197,975;
250514;1400;185,592;
250514;1500;185,349;
250514;1600;253,24;
250514;1700;103,091;
250514;1800;129,257;
250514;1900;131,316;
250514;2000;120,956;
250514;2100;108,253;
250514;2200;101,503;
250514;2300;161,707;
250515;0000;145,402;
250515;0100;149,169;
250515;0200;116,769;
250515;0300;142,505;
250515;0400;155,796;
250515;0500;136,29;
250515;0600;146,368;
250515;0700;150,988;
250515;0800;141,16;
250515;0900;133,544;
250515;1000;170,4;
250515;1100;173,273;
250515;1200;236,47;
250515;1300;276,462;
250515;1400;258,305;
250515;1500;238,023;
250515;1600;237,524;
250515;1700;268,032;
250515;1800;270,175;
250515;1900;248,632;
250515;2000;256,772;
250515;2100;266,215;
250515;2200;322,333;
250515;2300;247,614;
250516;0000;276,73;
250516;0100;236,78;
250516;0200;229,555;
250516;0300;165,738;
250516;0400;162,401;
250516;0500;158,01;
250516;0600;150,113;
250516;0700;123,052;
250516;0800;165,665;
250516;0900;156,335;
250516;1000;167,848;
250516;1100;178,663;
250516;1200;303,245;
250516;1300;317,305;
250516;1400;304,262;
250516;1500;311,948;
250516;1600;324,021;
250516;1700;316,567;
250516;1800;319,115;
250516;1900;321,562;
250516;2000;326,93;
250516;2100;330,358;
250516;2200;336,385;
250516;2300;323,912;
250517;0000;320,959;
250517;0100;335,849;
250517;0200;329,325;
250517;0300;306,951;
250517;0400;247,96;
250517;0500;252,139;
250517;0600;338,533;
250517;0700;333,064;
250517;0800;312,827;
250517;0900;250,147;
250517;1000;226,87;
250517;1100;231,152;
250517;1200;218,797;
250517;1300;213,753;
250517;1400;235,312;
250517;1500;255,322;
250517;1600;242,718;
250517;1700;246,482;
250517;1800;261,692;
250517;1900;258,196;
250517;2000;330,423;
250517;2100;148,668;
250517;2200;53,5102;
250517;2300;113,312;
250518;0000;148,568;
250518;0100;126,361;
250518;0200;137,503;
250518;0300;151,059;
250518;0400;145,963;
250518;0500;159,945;
250518;0600;153,26;
250518;0700;144,435;
250518;0800;147,765;
250518;0900;155,584;
250518;1000;148,747;
250518;1100;178,026;
250518;1200;173,588;
250518;1300;138,287;
250518;1400;171,692;
250518;1500;183,143;
250518;1600;213,38;
250518;1700;309,894;
250518;1800;308,506;
250518;1900;70,178;
250518;2000;355,21;
250518;2100;91,0592;
250518;2200;121,895;
250518;2300;63,9242;
250519;0000;83,2434;
250519;0100;127,502;
250519;0200;134,146;
250519;0300;132,075;
250519;0400;128,805;
250519;0500;146,808;
250519;0600;142,825;
250519;0700;131,283;
250519;0800;135,888;
250519;0900;157,592;
250519;1000;159,605;
250519;1100;163,048;
250519;1200;171,62;
250519;1300;170,258;
250519;1400;117,993;
250519;1500;122,071;
250519;1600;114,285;
250519;1700;136,936;
250519;1800;155,738;
250519;1900;165,686;
250519;2000;165,944;
250519;2100;156,96;
250519;2200;161,056;
250519;2300;161,284;
250520;0000;162,688;
250520;0100;163,711;
250520;0200;138,326;
250520;0300;140,546;
250520;0400;159,044;
250520;0500;146,561;
250520;0600;150,935;
250520;0700;142,028;
250520;0800;148,479;
250520;0900;156,248;
250520;1000;150,038;
250520;1100;154,719;
250520;1200;157,786;
250520;1300;178,499;
250520;1400;174,966;
250520;1500;168,444;
250520;1600;272,784;
250520;1700;333,775;
250520;1800;291,603;
250520;1900;316,476;
250520;2000;149,118;
250520;2100;264,527;
250520;2200;304,369;
250520;2300;288,926;
250521;0000;264,167;
250521;0100;46,8251;
250521;0200;325,532;
250521;0300;313,111;
250521;0400;326,57;
250521;0500;293,934;
250521;0600;113,074;
250521;0700;139,059;
250521;0800;142,088;
250521;0900;148,898;
250521;1000;154,84;
250521;1100;159,988;
250521;1200;158,433;
250521;1300;162,577;
250521;1400;149,761;
250521;1500;147,02;
250521;1600;147,198;
250521;1700;174,268;
250521;1800;141,081;
250521;1900;147,815;
250521;2000;162,721;
250521;2100;159,705;
250521;2200;165,263;
250521;2300;165,598;
250522;0000;166,38;
250522;0100;115,062;
250522;0200;123,267;
250522;0300;96,3286;
250522;0400;120,159;
250522;0500;128,113;
250522;0600;128,91;
250522;0700;131,082;
250522;0800;127,138;
250522;0900;131,303;
250522;1000;149,86;
250522;1100;167,086;
250522;1200;192,466;
250522;1300;158,87;
250522;1400;163,5;
250522;1500;150,367;
250522;1600;187,431;
250522;1700;178,343;
250522;1800;157,784;
250522;1900;141,919;
250522;2000;131,454;
250522;2100;119,695;
250522;2200;161,077;
250522;2300;122,236;
250523;0000;127,956;
250523;0100;152,103;
250523;0200;134,905;
250523;0300;139,693;
250523;0400;143,307;
250523;0500;145,97;
250523;0600;113,94;
250523;0700;114,727;
250523;0800;108,694;
250523;0900;164,183;
250523;1000;146,829;
250523;1100;165,387;
250523;1200;163,847;
250523;1300;154,532;
250523;1400;151,908;
250523;1500;147,84;
250523;1600;161,117;
250523;1700;176,529;
250523;1800;110,967;
250523;1900;112,428;
250523;2000;134,541;
250523;2100;143,442;
250523;2200;161,456;
250523;2300;152,978;
250524;0000;135,652;
250524;0100;139,017;
250524;0200;157,457;
250524;0300;148,172;
250524;0400;151,227;
250524;0500;152,938;
250524;0600;152,643;
250524;0700;134,909;
250524;0800;142,05;
250524;0900;140,089;
250524;1000;145,629;
250524;1100;177,603;
250524;1200;232,445;
250524;1300;268,7;
250524;1400;297,681;
250524;1500;283,104;
250524;1600;228,312;
250524;1700;256,059;
250524;1800;271,435;
250524;1900;298,136;
250524;2000;355,975;
250524;2100;113,404;
250524;2200;86,2312;
250524;2300;102,875;
250525;0000;144,928;
250525;0100;147,204;
250525;0200;159,97;
250525;0300;139,563;
250525;0400;140,229;
250525;0500;146,832;
250525;0600;145,276;
250525;0700;204,887;
250525;0800;94,4481;
250525;0900;318,834;
250525;1000;320,59;
250525;1100;310,171;
250525;1200;321,796;
250525;1300;313,098;
250525;1400;318,449;
250525;1500;298,251;
250525;1600;305,911;
250525;1700;315,084;
250525;1800;307,458;
250525;1900;309,9;
250525;2000;313,597;
250525;2100;307,178;
250525;2200;316,72;
250525;2300;314,331;
250526;0000;296,102;
250526;0100;287,116;
250526;0200;327,127;
250526;0300;341,916;
250526;0400;286,626;
250526;0500;359,366;
250526;0600;332,63;
250526;0700;303,048;
250526;0800;287,286;
250526;0900;331,084;
250526;1000;327,759;
250526;1100;226,668;
250526;1200;274,023;
250526;1300;225,852;
250526;1400;224,603;
250526;1500;232,276;
250526;1600;326,575;
250526;1700;284,752;
250526;1800;121,958;
250526;1900;336,172;
250526;2000;102,411;
250526;2100;95,257;
250526;2200;122,824;
250526;2300;131,466;
250527;0000;91,8951;
250527;0100;128,461;
250527;0200;135,314;
250527;0300;135,723;
250527;0400;138,395;
250527;0500;142,726;
250527;0600;145,179;
250527;0700;140,09;
250527;0800;147,807;
250527;0900;141,794;
250527;1000;159,317;
250527;1100;172,331;
250527;1200;147,056;
250527;1300;146,395;
250527;1400;168,514;
250527;1500;221,806;
250527;1600;229,985;
250527;1700;319,065;
250527;1800;137,354;
250527;1900;128,531;
250527;2000;123,162;
250527;2100;139,324;
250527;2200;141,264;
250527;2300;161,029;
250528;0000;168,104;
250528;0100;162,641;
250528;0200;138,54;
250528;0300;139,097;
250528;0400;124,561;
250528;0500;120,943;
250528;0600;135,434;
250528;0700;115,159;
250528;0800;120,824;
250528;0900;136,92;
250528;1000;146,939;
250528;1100;158,767;
250528;1200;171,202;
250528;1300;156,709;
250528;1400;145,386;
250528;1500;161,96;
250528;1600;153,842;
250528;1700;165,209;
250528;1800;173,358;
250528;1900;168,088;
250528;2000;158,844;
250528;2100;154,874;
250528;2200;146,779;
250528;2300;133,73;
250529;0000;134,883;
250529;0100;118,65;
250529;0200;149,172;
250529;0300;143,16;
250529;0400;124,911;
250529;0500;161,596;
250529;0600;158,748;
250529;0700;163,951;
250529;0800;144,084;
250529;0900;173,424;
250529;1000;174,15;
250529;1100;157,999;
250529;1200;261,462;
250529;1300;151,868;
250529;1400;164,084;
250529;1500;193,689;
250529;1600;195,112;
250529;1700;129,489;
250529;1800;110,058;
250529;1900;86,0081;
250529;2000;105,34;
250529;2100;127,034;
250529;2200;81,8071;
250529;2300;12,7106;
250530;0000;87,0647;
250530;0100;114,52;
250530;0200;122,656;
250530;0300;128,277;
250530;0400;156,593;
250530;0500;166,961;
250530;0600;147,127;
250530;0700;135,178;
250530;0800;153,283;
250530;0900;169,504;
250530;1000;168,759;
250530;1100;174,098;
250530;1200;144,043;
250530;1300;130,558;
250530;1400;126,724;
250530;1500;159,716;
250530;1600;104,54;
250530;1700;123,22;
250530;1800;139,474;
250530;1900;132,919;
250530;2000;127,51;
250530;2100;132,957;
250530;2200;146,359;
250530;2300;151,444;
250531;0000;136,098;
250531;0100;134,27;
250531;0200;140,094;
250531;0300;118,075;
250531;0400;151,968;
250531;0500;137,145;
250531;0600;122,402;
250531;0700;134,656;
250531;0800;114,009;
250531;0900;149,824;
250531;1000;163,571;
250531;1100;178,833;
250531;1200;175,7;
250531;1300;170,173;
250531;1400;154,35;
250531;1500;158,474;
250531;1600;158,569;
250531;1700;161,612;
250531;1800;150,047;
250531;1900;151,867;
250531;2000;158,857;
250531;2100;169,098;
250531;2200;136,819;
250531;2300;140,386;
250601;0000;126,992;
250601;0100;142,093;
250601;0200;126,271;
250601;0300;132,228;
250601;0400;129,85;
250601;0500;125,926;
250601;0600;116,471;
250601;0700;129,543;
250601;0800;125,847;
250601;0900;122,978;
250601;1000;131,504;
250601;1100;166,887;
250601;1200;201,388;
250601;1300;229,727;
250601;1400;285,865;
250601;1500;303,258;
250601;1600;316,782;
250601;1700;319,155;
250601;1800;305,527;
250601;1900;335,756;
250601;2000;20,7408;
250601;2100;251,688;
250601;2200;131,574;
250601;2300;120,188;
250602;0000;127,608;
250602;0100;138,189;
250602;0200;152,94;
250602;0300;124,953;
250602;0400;134,055;
250602;0500;125,816;
250602;0600;112,671;
250602;0700;122,948;
250602;0800;139,626;
250602;0900;137,393;
250602;1000;147,109;
250602;1100;159,559;
250602;1200;150,863;
250602;1300;175,847;
250602;1400;131,131;
250602;1500;185,018;
250602;1600;316,624;
250602;1700;307,823;
250602;1800;307,521;
250602;1900;342,208;
250602;2000;338,29;
250602;2100;314,55;
250602;2200;347,636;
250602;2300;140,617;
250603;0000;56,4408;
250603;0100;92,8044;
250603;0200;95,507;
250603;0300;80,1121;
250603;0400;81,2935;
250603;0500;128,796;
250603;0600;119,297;
250603;0700;136,685;
250603;0800;134,664;
250603;0900;155,902;
250603;1000;164,579;
250603;1100;66,8341;
250603;1200;320,973;
250603;1300;294,099;
250603;1400;297,274;
250603;1500;303,823;
250603;1600;294,92;
250603;1700;266,234;
250603;1800;173,036;
250603;1900;179,54;
250603;2000;136,595;
250603;2100;141,269;
250603;2200;115,772;
250603;2300;80,6281;
250604;0000;125,034;
250604;0100;158,751;
250604;0200;122,21;
250604;0300;165,028;
250604;0400;140,03;
250604;0500;147,696;
250604;0600;137,797;
250604;0700;100,359;
250604;0800;137,183;
250604;0900;147,434;
250604;1000;138,526;
250604;1100;156,184;
250604;1200;162,509;
250604;1300;165,815;
250604;1400;183,185;
250604;1500;291,881;
250604;1600;298,411;
250604;1700;272,631;
250604;1800;356,379;
250604;1900;270,498;
250604;2000;258,846;
250604;2100;135,879;
250604;2200;128,764;
250604;2300;130,85;
250605;0000;143,665;
250605;0100;141,039;
250605;0200;148,022;
250605;0300;165,484;
250605;0400;163,775;
250605;0500;154,41;
250605;0600;159,725;
250605;0700;152,199;
250605;0800;166,423;
250605;0900;161,367;
250605;1000;171,456;
250605;1100;170,189;
250605;1200;176,124;
250605;1300;177,645;
250605;1400;188,438;
250605;1500;188,903;
250605;1600;312,553;
250605;1700;241,074;
250605;1800;142,124;
250605;1900;111,043;
250605;2000;123,581;
250605;2100;131,421;
250605;2200;136,696;
250605;2300;137,963;
250606;0000;140,99;
250606;0100;137,415;
250606;0200;139,02;
250606;0300;137,809;
250606;0400;143,326;
250606;0500;139,283;
250606;0600;131,841;
250606;0700;130,584;
250606;0800;140,533;
250606;0900;150,763;
250606;1000;169,811;
250606;1100;191,273;
250606;1200;307,724;
250606;1300;313,244;
250606;1400;310,497;
250606;1500;318,032;
250606;1600;330,509;
250606;1700;335,857;
250606;1800;339,84;
250606;1900;345,033;
250606;2000;350,59;
250606;2100;337,342;
250606;2200;302,029;
250606;2300;231,007;
250607;0000;204,574;
250607;0100;191,522;
250607;0200;184,989;
250607;0300;160,649;
250607;0400;176,346;
250607;0500;169,167;
250607;0600;166,326;
250607;0700;173,35;
250607;0800;173,18;
250607;0900;167,502;
250607;1000;144,079;
250607;1100;175,515;
250607;1200;147,685;
250607;1300;163,442;
250607;1400;169,437;
250607;1500;176,835;
250607;1600;197,257;
250607;1700;200,162;
250607;1800;165,726;
250607;1900;157,628;
250607;2000;116,252;
250607;2100;141,278;
250607;2200;118,361;
250607;2300;122,832;
250608;0000;151,12;
250608;0100;135,034;
250608;0200;153,523;
250608;0300;159,714;
250608;0400;145,024;
250608;0500;142,201;
250608;0600;129,506;
250608;0700;165,835;
250608;0800;145,289;
250608;0900;131,491;
250608;1000;156,172;
250608;1100;149,312;
250608;1200;158,237;
250608;1300;157,396;
250608;1400;196,916;
250608;1500;228,449;
250608;1600;306,409;
250608;1700;187,31;
250608;1800;344,228;
250608;1900;30,0529;
250608;2000;140,915;
250608;2100;138,78;
250608;2200;107,54;
250608;2300;148,39;
250609;0000;146,753;
250609;0100;152,026;
250609;0200;136,602;
250609;0300;107,211;
250609;0400;106,724;
250609;0500;135,38;
